Id;Date;QuotationId
10549;2017-07-01T00:00:00.000Z;47
10550;2017-07-02T00:00:00.000Z;15
10551;2017-07-03T00:00:00.000Z;115
10552;2017-07-04T00:00:00.000Z;159
10553;2017-07-05T00:00:00.000Z;88
10554;2017-07-06T00:00:00.000Z;143
10555;2017-07-07T00:00:00.000Z;198
10556;2017-07-08T00:00:00.000Z;105
10557;2017-07-09T00:00:00.000Z;69
10558;2017-07-10T00:00:00.000Z;167
10559;2017-07-11T00:00:00.000Z;157
10560;2017-07-12T00:00:00.000Z;8
10561;2017-07-13T00:00:00.000Z;178
10562;2017-07-14T00:00:00.000Z;160
10563;2017-07-15T00:00:00.000Z;100
10564;2017-07-16T00:00:00.000Z;49
10565;2017-07-17T00:00:00.000Z;2
10566;2017-07-18T00:00:00.000Z;39
10567;2017-07-19T00:00:00.000Z;435
10568;2017-07-20T00:00:00.000Z;211
10569;2017-07-21T00:00:00.000Z;154
10570;2017-07-22T00:00:00.000Z;181
10571;2017-07-24T00:00:00.000Z;16
10572;2017-07-25T00:00:00.000Z;195
10573;2017-07-26T00:00:00.000Z;63
10574;2017-07-27T00:00:00.000Z;4
10575;2017-07-28T00:00:00.000Z;201
10576;2017-07-29T00:00:00.000Z;120
10577;2017-07-30T00:00:00.000Z;30
10578;2017-07-31T00:00:00.000Z;158
10579;2017-08-01T00:00:00.000Z;169
10580;2017-08-03T00:00:00.000Z;128
10581;2017-08-04T00:00:00.000Z;190
10582;2017-08-05T00:00:00.000Z;18
10583;2017-08-07T00:00:00.000Z;118
10584;2017-08-08T00:00:00.000Z;65
10585;2017-08-10T00:00:00.000Z;174
10586;2017-08-11T00:00:00.000Z;154
10587;2017-08-12T00:00:00.000Z;91
10588;2017-08-13T00:00:00.000Z;162
10589;2017-08-14T00:00:00.000Z;186
10590;2017-08-15T00:00:00.000Z;200
10591;2017-08-16T00:00:00.000Z;73
10592;2017-08-17T00:00:00.000Z;203
10593;2017-08-18T00:00:00.000Z;453
10594;2017-08-19T00:00:00.000Z;144
10595;2017-08-20T00:00:00.000Z;173
10596;2017-08-21T00:00:00.000Z;56
10597;2017-08-24T00:00:00.000Z;161
10598;2017-08-25T00:00:00.000Z;171
10599;2017-08-26T00:00:00.000Z;169
10600;2017-08-27T00:00:00.000Z;29
10601;2017-08-28T00:00:00.000Z;168
10602;2017-08-29T00:00:00.000Z;108
10603;2017-08-30T00:00:00.000Z;43
10604;2017-08-31T00:00:00.000Z;213
10605;2017-09-01T00:00:00.000Z;172
10606;2017-09-03T00:00:00.000Z;35
10607;2017-09-04T00:00:00.000Z;191
10608;2017-09-05T00:00:00.000Z;133
10609;2017-09-06T00:00:00.000Z;53
10610;2017-09-07T00:00:00.000Z;146
10611;2017-09-08T00:00:00.000Z;208
10612;2017-09-09T00:00:00.000Z;82
10613;2017-09-10T00:00:00.000Z;9
10614;2017-09-11T00:00:00.000Z;191
10615;2017-09-13T00:00:00.000Z;83
10616;2017-09-15T00:00:00.000Z;114
10617;2017-09-16T00:00:00.000Z;34
10618;2017-09-18T00:00:00.000Z;103
10619;2017-09-19T00:00:00.000Z;164
10620;2017-09-20T00:00:00.000Z;46
10621;2017-09-21T00:00:00.000Z;59
10622;2017-09-23T00:00:00.000Z;212
10623;2017-09-24T00:00:00.000Z;1
10624;2017-09-25T00:00:00.000Z;194
10625;2017-09-26T00:00:00.000Z;88
10626;2017-09-27T00:00:00.000Z;80
10627;2017-09-29T00:00:00.000Z;116
10628;2017-09-30T00:00:00.000Z;13
10629;2017-10-01T00:00:00.000Z;112
10630;2017-10-04T00:00:00.000Z;115
10631;2017-10-05T00:00:00.000Z;108
10632;2017-10-06T00:00:00.000Z;7
10633;2017-10-07T00:00:00.000Z;31
10634;2017-10-08T00:00:00.000Z;72
10635;2017-10-09T00:00:00.000Z;188
10636;2017-10-10T00:00:00.000Z;195
10637;2017-10-11T00:00:00.000Z;115
10638;2017-10-12T00:00:00.000Z;142
10639;2017-10-13T00:00:00.000Z;119
10640;2017-10-14T00:00:00.000Z;39
10641;2017-10-15T00:00:00.000Z;12
10642;2017-10-16T00:00:00.000Z;46
